x_m,y_m,z_m,r,g,b
2.170277,-3.728964,6.686000,202,208,221
2.159097,-3.692154,6.620000,202,208,221
2.154923,-3.667614,6.576000,203,209,222
2.150613,-3.643075,6.532001,203,209,222
2.146828,-3.619650,6.490000,202,208,221
2.135934,-3.584513,6.427001,200,209,221
2.025789,-3.219759,5.773000,196,204,219
2.070673,-3.276648,5.875000,197,205,220
2.136759,-3.366442,6.036000,197,205,220
2.199433,-3.450101,6.186000,200,208,223
2.282775,-3.549934,6.365000,199,207,222
2.337649,-3.619650,6.490000,199,207,222
2.386761,-3.679884,6.598001,197,205,220
2.428940,-3.728964,6.686000,197,205,220
2.464460,-3.767447,6.755000,197,205,220
2.491767,-3.793103,6.801000,196,204,219
2.510754,-3.805931,6.824000,196,204,219
2.512816,-3.793103,6.801000,196,204,219
2.514807,-3.780275,6.778000,196,204,219
2.516727,-3.767447,6.755000,196,204,221
2.518576,-3.754620,6.732000,197,205,222
2.503448,-3.716694,6.664001,199,207,224
2.505461,-3.704424,6.642000,199,207,224
2.507407,-3.692154,6.620000,197,205,224
2.500918,-3.667614,6.576000,196,204,223
2.494293,-3.643075,6.532001,197,205,224
2.496349,-3.631362,6.511000,197,205,224
2.466005,-3.572801,6.406000,199,207,226
2.460072,-3.549934,6.365000,199,207,226
2.454012,-3.527067,6.324000,196,204,223
2.456006,-3.515913,6.304000,197,205,224
2.450507,-3.494161,6.265000,195,203,222
2.444494,-3.471852,6.225000,199,207,226
2.446637,-3.461255,6.206000,201,209,228
2.456241,-3.461255,6.206000,200,208,227
2.457898,-3.450101,6.186000,199,207,226
2.752144,-3.704424,6.642000,164,167,188
2.819873,-3.767447,6.755000,181,184,205
2.849600,-3.793103,6.801000,198,201,220
2.879890,-3.819316,6.848001,192,195,214
2.900196,-3.832144,6.871000,188,193,209
2.920996,-3.845529,6.895000,187,192,208
2.941870,-3.858915,6.919000,187,192,208
2.963246,-3.872858,6.944000,187,192,208
2.984270,-3.886244,6.968000,187,192,208
3.005369,-3.899629,6.992000,188,193,209
3.026973,-3.913572,7.017000,187,192,208
3.037832,-3.913572,7.017000,190,195,211
3.059553,-3.927515,7.042000,194,199,215
3.092252,-3.955402,7.092000,194,199,215
3.114603,-3.969903,7.118001,195,200,216
3.136596,-3.983845,7.143000,195,200,216
3.159107,-3.998347,7.169000,188,196,211
3.181698,-4.012847,7.195000,189,197,212
3.204370,-4.027349,7.221000,190,198,213
3.239146,-4.056908,7.274000,188,196,211
3.986540,-4.179608,7.494000,188,188,208
4.028547,-4.211399,7.551001,157,160,179
4.040232,-4.211399,7.551001,155,158,177
4.067479,-4.227572,7.580000,186,186,206
4.079208,-4.227572,7.580000,191,191,211
4.090939,-4.227572,7.580000,181,184,203
4.102668,-4.227572,7.580000,184,187,206
4.098658,-4.211399,7.551001,185,188,207
4.094557,-4.195224,7.522000,184,187,206
4.090912,-4.179608,7.494000,183,186,205
4.087181,-4.163992,7.466001,183,186,205
4.083362,-4.148375,7.438000,185,185,205
4.079458,-4.132759,7.410000,186,186,206
4.075467,-4.117143,7.382000,184,187,206
4.086890,-4.117143,7.382000,183,186,205
4.083324,-4.102084,7.355000,184,187,206
4.064642,-4.071967,7.301000,183,186,205
4.060867,-4.056908,7.274000,181,186,204
4.057569,-4.042407,7.248000,182,187,205
4.039032,-4.012847,7.195000,181,189,206
5.159235,-4.377601,7.849000,181,189,208
5.171381,-4.377601,7.849000,175,183,202
5.183527,-4.377601,7.849000,180,188,207
5.195674,-4.377601,7.849000,179,187,206
5.207820,-4.377601,7.849000,179,187,204
5.240583,-4.394891,7.880001,179,187,204
5.252777,-4.394891,7.880001,179,187,204
5.264971,-4.394891,7.880001,179,187,204
5.256405,-4.377601,7.849000,179,187,204
5.268551,-4.377601,7.849000,179,187,204
5.301554,-4.394891,7.880001,178,186,203
5.292843,-4.377601,7.849000,176,184,201
5.304990,-4.377601,7.849000,178,186,205
5.538110,-4.042407,7.248000,175,182,204
5.569233,-4.056908,7.274000,174,181,203
5.621917,-4.087025,7.328001,174,181,203
5.674769,-4.117143,7.382000,174,181,203
5.729328,-4.148375,7.438000,172,179,201
5.784060,-4.179608,7.494000,180,187,211
5.839740,-4.211399,7.551001,142,149,173
5.918843,-4.259921,7.638000,131,138,162
5.976474,-4.292827,7.697001,150,157,181
6.035067,-4.326290,7.757000,179,186,208
6.094624,-4.360312,7.818000,174,181,203
6.155151,-4.394891,7.880001,175,182,204
6.192390,-4.412738,7.912000,172,179,201
6.228944,-4.430027,7.943000,172,180,199
6.266380,-4.447875,7.975000,171,179,198
6.328086,-4.447875,7.975000,173,181,200
6.314987,-4.430027,7.943000,171,179,198
6.327278,-4.430027,7.943000,172,179,201
6.289288,-4.394891,7.880001,172,179,201
6.251901,-4.360312,7.818000,171,178,200
6.191088,-4.309558,7.727000,169,176,198
6.085038,-4.227572,7.580000,167,174,196
6.050117,-4.195224,7.522000,169,176,198
6.016629,-4.163992,7.466001,175,179,202
6.005574,-4.148375,7.438000,175,179,202
5.994433,-4.132759,7.410000,174,178,201
5.961322,-4.102084,7.355000,175,179,202
5.972704,-4.102084,7.355000,174,181,203
5.984086,-4.102084,7.355000,172,179,201
5.995468,-4.102084,7.355000,172,179,201
-0.796409,-0.575644,1.035000,61,60,69
-0.797111,-0.577312,1.038000,60,59,68
-0.796271,-0.577869,1.039000,59,58,67
-0.795428,-0.578425,1.040000,58,57,66
-0.794582,-0.578981,1.041000,57,58,71
-0.792971,-0.578981,1.041000,59,60,73
-0.791360,-0.578981,1.041000,54,57,74
-0.789749,-0.578981,1.041000,55,58,75
-0.788138,-0.578981,1.041000,54,59,77
-0.785772,-0.578425,1.040000,54,59,77
-0.783408,-0.577869,1.039000,53,60,82
-0.781800,-0.577869,1.039000,54,61,83
-0.161772,-0.294774,0.530000,49,48,48
-0.160951,-0.294774,0.530000,51,50,50
-0.160131,-0.294774,0.530000,51,50,50
-0.159311,-0.294774,0.530000,51,50,50
-0.158491,-0.294774,0.530000,49,48,48
-0.157671,-0.294774,0.530000,49,48,48
-0.156851,-0.294774,0.530000,49,48,48
-0.156030,-0.294774,0.530000,49,48,48
-0.155210,-0.294774,0.530000,49,45,46
-0.154681,-0.295330,0.531000,46,42,43
-0.153614,-0.296443,0.533000,43,39,40
-0.153363,-0.297555,0.535000,46,42,43
-0.152274,-0.298667,0.537000,47,43,44
-0.150893,-0.299224,0.538000,44,40,41
-0.150349,-0.434931,0.782000,78,63,62
-0.149139,-0.434931,0.782000,78,63,62
-0.147929,-0.434931,0.782000,79,64,63
-0.146906,-0.435487,0.783000,80,63,63
-0.145695,-0.435487,0.783000,81,64,64
-0.144483,-0.435487,0.783000,83,66,66
-0.143454,-0.436043,0.784000,84,67,67
-0.067638,-0.278645,0.501000,91,75,80
-0.066862,-0.278645,0.501000,91,75,80
-0.066087,-0.278645,0.501000,90,74,79
-0.065312,-0.278645,0.501000,88,72,77
-0.064536,-0.278645,0.501000,88,75,79
-0.063761,-0.278645,0.501000,86,73,77
-0.062860,-0.278089,0.500000,88,75,81
-0.062086,-0.278089,0.500000,88,75,81
-0.061190,-0.277533,0.499000,86,75,81
-0.060418,-0.277533,0.499000,86,75,81
-0.059646,-0.277533,0.499000,83,72,80
-0.058873,-0.277533,0.499000,71,60,68
-0.058101,-0.277533,0.499000,70,61,68
0.160704,-2.008358,3.611000,193,189,192
0.165970,-2.004464,3.604000,193,189,192
0.172166,-2.011695,3.617000,192,188,191
0.178746,-2.022818,3.637000,191,187,190
0.185033,-2.030049,3.650000,197,193,196
0.191413,-2.037835,3.664000,200,196,199
0.197836,-2.045622,3.678000,190,186,189
0.203860,-2.048959,3.684000,181,177,180
0.210357,-2.056745,3.698000,178,174,177
0.217307,-2.068425,3.719000,175,171,174
1.359552,-3.916603,7.042000,197,199,207
1.375314,-3.930508,7.067000,195,197,205
1.391155,-3.944412,7.092000,197,199,207
1.402129,-3.944412,7.092000,198,200,208
1.418285,-3.958873,7.118001,198,200,208
1.429300,-3.958873,7.118001,198,200,208
1.440315,-3.958873,7.118001,198,200,208
1.446029,-3.944412,7.092000,198,200,208
1.457003,-3.944412,7.092000,198,200,208
1.462804,-3.930508,7.067000,199,201,209
1.468526,-3.916603,7.042000,198,200,208
1.247545,-3.034506,5.456000,196,201,210
1.781814,-3.357089,6.036000,177,181,195
1.830028,-3.429948,6.167000,171,175,189
1.886404,-3.517268,6.324000,177,181,195
1.933370,-3.586234,6.448000,203,207,221
1.975296,-3.645189,6.554000,205,208,225
2.012096,-3.694132,6.642000,202,205,222
2.049778,-3.744188,6.732000,199,203,215
2.081312,-3.782564,6.801000,198,202,214
2.113367,-3.821497,6.871000,199,203,215
2.138838,-3.848193,6.919000,199,203,215
2.149545,-3.848193,6.919000,199,203,215
2.168057,-3.862098,6.944000,200,204,216
2.178803,-3.862098,6.944000,203,207,221
2.181666,-3.848193,6.919000,202,206,220
2.192373,-3.848193,6.919000,202,206,220
2.195438,-3.834845,6.895000,202,206,220
2.198429,-3.821497,6.871000,203,207,221
2.193952,-3.795357,6.824000,204,208,222
2.189651,-3.769773,6.778000,202,206,220
2.185208,-3.744188,6.732000,200,204,218
2.173448,-3.706368,6.664001,199,205,218
2.176551,-3.694132,6.642000,199,205,218
2.172343,-3.669661,6.598001,201,207,220
2.167999,-3.645189,6.554000,202,208,221
2.156871,-3.609593,6.490000,202,208,221
2.156584,-3.388235,6.092000,197,205,220
2.213299,-3.462206,6.225000,197,205,220
2.289948,-3.551195,6.385000,197,205,220
2.352777,-3.632953,6.532001,201,209,224
2.394719,-3.681896,6.620000,197,205,220
2.437296,-3.731396,6.709000,197,205,220
2.464460,-3.756980,6.755000,199,207,222
2.491767,-3.782564,6.801000,199,204,220
2.502292,-3.782564,6.801000,202,207,223
2.504318,-3.769773,6.778000,202,207,225
2.506274,-3.756980,6.755000,202,207,225
2.508158,-3.744188,6.732000,196,204,221
2.501366,-3.718604,6.686000,197,205,222
2.503448,-3.706368,6.664001,199,207,224
2.497163,-3.681896,6.620000,199,207,224
2.490741,-3.657424,6.576000,196,206,224
2.500918,-3.657424,6.576000,194,204,222
2.502693,-3.645189,6.554000,195,205,223
2.496349,-3.621273,6.511000,194,204,222
2.474089,-3.574554,6.427001,196,206,224
2.467802,-3.551195,6.385000,198,208,226
2.462161,-3.528948,6.345000,197,205,224
2.456006,-3.506144,6.304000,197,205,224
2.450507,-3.484453,6.265000,195,203,222
2.444494,-3.462206,6.225000,201,209,228
2.446637,-3.451639,6.206000,199,207,226
2.456241,-3.451639,6.206000,197,205,224
2.457898,-3.440515,6.186000,197,205,224
2.869293,-3.808705,6.848001,182,185,204
2.899656,-3.834845,6.895000,193,196,215
2.920456,-3.848193,6.919000,191,196,212
2.941754,-3.862098,6.944000,191,196,212
2.962704,-3.875446,6.968000,191,196,212
2.983729,-3.888794,6.992000,191,196,212
3.005256,-3.902699,7.017000,192,197,213
3.016115,-3.902699,7.017000,191,196,212
3.037758,-3.916603,7.042000,192,197,213
3.059479,-3.930508,7.067000,194,199,215
3.081277,-3.944412,7.092000,194,199,215
3.103588,-3.958873,7.118001,194,199,215
3.125542,-3.972777,7.143000,192,197,213
3.148013,-3.987238,7.169000,191,196,212
3.170564,-4.001698,7.195000,191,196,212
3.205135,-4.031176,7.248000,192,197,213
3.227889,-4.045637,7.274000,191,196,212
3.263192,-4.075670,7.328001,191,196,212
2.362617,-2.768096,4.977000,190,195,211
2.370318,-2.768096,4.977000,190,195,211
2.378020,-2.768096,4.977000,190,195,211
2.385722,-2.768096,4.977000,190,195,211
2.393424,-2.768096,4.977000,189,194,210
2.401126,-2.768096,4.977000,188,193,209
