x_m,y_m,z_m,r,g,b
2.112403,-3.585258,6.448000,193,197,209
2.101642,-3.550228,6.385000,193,197,209
2.078120,-3.494069,6.284000,192,196,208
2.042656,-3.418450,6.148000,191,197,208
2.592608,-3.986152,7.169000,190,195,211
2.433644,-3.573581,6.427001,188,196,211
2.435602,-3.561904,6.406000,188,196,211
2.445513,-3.561904,6.406000,190,198,213
2.432042,-3.527987,6.345000,190,198,213
2.426080,-3.505190,6.304000,188,196,211
2.435832,-3.505190,6.304000,189,197,212
2.437826,-3.494069,6.284000,189,197,212
2.447548,-3.494069,6.284000,187,195,210
2.457270,-3.494069,6.284000,192,200,215
2.474843,-3.505190,6.304000,188,196,211
2.484596,-3.505190,6.304000,191,196,212
2.518485,-3.539107,6.365000,191,196,212
2.561302,-3.585258,6.448000,191,196,212
2.606473,-3.620287,6.511000,190,195,211
2.642667,-3.656429,6.576000,180,185,201
2.679466,-3.693127,6.642000,178,183,199
2.716874,-3.730380,6.709000,189,194,210
2.755302,-3.768746,6.778000,188,193,209
2.794352,-3.807668,6.848001,187,192,208
2.824198,-3.833802,6.895000,184,189,205
2.855011,-3.861047,6.944000,189,194,210
2.885563,-3.887736,6.992000,188,193,213
2.917092,-3.915537,7.042000,154,159,179
2.938381,-3.929438,7.067000,147,152,172
2.959748,-3.943339,7.092000,150,155,175
2.970720,-3.943339,7.092000,164,169,187
2.981692,-3.943339,7.092000,175,180,198
3.003635,-3.957795,7.118001,180,185,201
3.003635,-3.943339,7.092000,180,185,201
3.025659,-3.957795,7.118001,177,183,196
3.036671,-3.957795,7.118001,177,183,196
3.047683,-3.957795,7.118001,187,193,206
3.058695,-3.957795,7.118001,192,198,211
3.069707,-3.957795,7.118001,182,188,201
3.080719,-3.957795,7.118001,182,188,201
3.091731,-3.957795,7.118001,189,195,208
3.091410,-3.943339,7.092000,184,190,203
3.102382,-3.943339,7.092000,184,190,203
3.113354,-3.943339,7.092000,184,190,203
3.113312,-3.929438,7.067000,183,189,202
2.512546,-2.992534,5.382000,179,183,197
2.507289,-2.976409,5.353000,183,187,201
2.501942,-2.960284,5.324000,179,183,197
2.496978,-2.944715,5.296000,181,185,199
2.491926,-2.929147,5.268000,181,185,199
2.467330,-2.890781,5.199000,181,185,199
2.468707,-2.882997,5.185000,178,182,196
2.470519,-2.875768,5.172000,182,186,200
2.471812,-2.867984,5.158000,178,182,196
4.003051,-4.416517,7.943000,177,181,195
3.999668,-4.399280,7.912000,178,182,196
3.995682,-4.381487,7.880001,176,180,194
3.843509,-4.151292,7.466001,177,183,196
3.790431,-3.986152,7.169000,175,179,193
3.787735,-3.971696,7.143000,177,180,197
3.785491,-3.957795,7.118001,181,184,201
3.796503,-3.957795,7.118001,163,166,183
3.820888,-3.971696,7.143000,141,144,161
3.831939,-3.971696,7.143000,146,149,166
3.829539,-3.957795,7.118001,181,184,201
3.854040,-3.971696,7.143000,184,187,204
3.865090,-3.971696,7.143000,174,177,194
3.876141,-3.971696,7.143000,174,179,195
3.887192,-3.971696,7.143000,175,180,196
3.884599,-3.957795,7.118001,175,180,196
3.909293,-3.971696,7.143000,176,181,197
3.920344,-3.971696,7.143000,177,182,198
3.917636,-3.957795,7.118001,177,182,198
3.942446,-3.971696,7.143000,171,176,192
3.982277,-4.000609,7.195000,174,179,195
4.007839,-4.015066,7.221000,174,179,195
4.063536,-4.059548,7.301000,174,179,195
4.120039,-4.104586,7.382000,175,180,198
4.194142,-4.166861,7.494000,173,178,196
4.270276,-4.230804,7.609000,178,183,199
4.314687,-4.263053,7.667000,169,174,190
4.343478,-4.279735,7.697001,174,179,195
4.599059,-4.434310,7.975000,166,174,191
5.026371,-4.263053,7.667000,144,152,169
5.038233,-4.263053,7.667000,172,180,197
5.050094,-4.263053,7.667000,169,177,194
5.081762,-4.279735,7.697001,172,180,197
5.073817,-4.263053,7.667000,172,180,197
5.105578,-4.279735,7.697001,172,180,197
5.137432,-4.296415,7.727000,172,180,197
5.169378,-4.313096,7.757000,172,180,197
5.202086,-4.330333,7.788001,172,180,197
5.234220,-4.347013,7.818000,172,180,197
